Blog	four	second	available	here	kids	k	music	until	example	want	feature	wrong	series	re	wasn	service	needed	project	person	tech	came	net	result	best	asked	much	life	worked	things	had	possible	right	old	people	o	support	call	happy	full	inside	later	time	team	along	love	working	awesome	such	data	so	years	didn	internet	million	quite	open	future	san	say	saw	note	take	knew	ways	madison	going	where	sites	jobs	many	wants	photos	technology	summer	being	around	traffic	world	power	industry	favorite	mean	her	gone	am	original	tv	th	large	small	past	hours	experience	company	science	learn	sense	its	always	found	really	research	major	also	play	plan	sometimes	set	see	whole	community	recent	using	couple	d	continue	anything	into	link	line	posted	up	us	ago	having	try	video	let	great	makes	next	process	high	move	books	could	start	system	face	should	hope	means	stuff	email	co	ve	site	android	off	less	web	five	become	doing	building	chance	above	told	word	work	after	office	then	them	network	created	another	do	away	com	easy	photo	thanks	night	security	post	months	book	way	war	test	update	together	global	change	live	car	write	product	remember	still	now	drop	year	space	looking	shows	care	yourself	message	than	online	america	only	between	article	comes	learning	these	media	thinking	real	read	early	amp	business	aren	lot	trying	since	month	very	family	takes	history	tried	help	actually	systems	beyond	event	issue	reason	put	american	miss	mobile	clear	pretty	during	x	close	won	probably	both	else	look	while	ready	used	user	game	run	within	similar	doesn	go	does	facebook	button	click	following	products	started	control	links	software	including	ask	times	wrote	exactly	need	able	based	course	she	state	key	problem	well	page	twitter	home	he	piece	star	stay	friends	companies	likely	even	tips	ever	never	tell	give	answer	think	before	personal	better	weeks	went	side	content	isn	features	matter	mind	seen	don	m	stop	bad	decided	said	against	appeared	three	website	if	make	left	human	yes	yet	save	deal	popular	super	down	did	box	visit	making	may	grow	man	maybe	talk	nbsp	group	interesting	main	morning	thing	first	long	little	anyone	were	especially	show	behind	black	get	nearly	enough	reading	across	according	those	eventually	different	pay	same	running	money	either	images	videos	general	again	important	u	starting	forget	public	search	two	hour	huge	share	needs	coming	already	through	good	everyone	house	hard	idea	done	least	part	believe	john	built	build	most	find	please	point	simple	simply	create	understand	fun	itself	development	yesterday	spent	spend	big	bit	google	often	back	forward	single	entire	body	others	account	ll	day	red	text	national	taking	almost	thought	latest	add	works	buy	minutes	under	every	would	phone	must	me	join	keep	end	writers	over	writing	each	got	free	wanted	days	top	too	took	talking	though	watch	amazon	report	however	news	been	several	social	gave	specific	everything	head	check	no	focus	cool	level	says	goes	water	today	trump	information	happened	name	turn	place	any	ideas	sure	true	review	come	case	myself	someone	week	without	seems	blog	there	follow	far	worst	list	design	version	known	rather	short	might	number	friday	feel	story	kind	nothing	his	hit	b	him	art	recently	attention	became	questions	question	fast	called	nice	users	once	issues	include	apple	app	use	few	women	something	united	six	instead	related	our	york	their	which	who	why	looked	ones	words	view	stories	job	last	gets	know	because	lead	getting	own	apps	made	other
Gothamist	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	1	1	2	3	7	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	4	2	1	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	4	0	1	0	5	3	1	2	1	1	1	0	0	3	0	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	2	0	0	0	0	2	4	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	4	0	2	0	1	0	0	0	0	2	0	2	2	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	3	1	0	2	0	0	1	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	1	0	1	0	0	2	3	6	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	1	1	0	0	3	0	0	4	1	0	0	0	0	3	0	0	0	0	1	0	0	1	0	5	0	0	0	0	0	0	1	1	1	1	0	0	4	0	3	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	2	3	1	3	0	0	0	0	1	1	4	2	0	0	1	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	2	0	0	0	1	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	4	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	1	3	1	0	0	0	0	2	2	2	0	0	0	2	0	0	4	5	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	3	0	0	0	3	14	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	1	4	1	9	1	0	0	0	0	0	0	2	0	0	2	0	1	1	0	0	0
BuzzMachine	0	1	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	3	1	1	0	0	1	0	0	0	0	1	0	0	3	1	0	1	0	1	2	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	3	0	0	0	3	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	5	1	1	1	1	3	0	0	0	3	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	0	2	3	1	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	5	0	0	2	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	3	2	0	0	1	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	5	0	0	1	0	0	0	1	0	2	0	1	1	0	0	0	1	0	1	0	2	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	6	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	5	3	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
ongoing by Tim Bray	1	0	0	2	0	1	2	0	0	0	0	2	0	6	0	0	0	0	0	1	1	3	0	2	1	0	3	0	1	2	0	0	3	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	8	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	3	1	1	0	2	0	0	3	0	2	0	2	1	0	0	0	0	1	1	0	1	0	0	1	4	0	0	0	2	1	0	0	0	0	0	0	1	1	3	1	0	3	1	0	0	0	2	0	1	1	0	0	0	0	1	1	2	1	1	0	0	0	1	0	1	2	0	0	0	0	2	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	6	0	3	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	5	2	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	2	0	1	0	0	1	5	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	4	0	0	1	0	2	0	0	2	0	0	2	1	0	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5	0	1	3	1	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	1	7	0	1	0	0	2	1	0	0	2	0	1	0	1	0	0	0	2	0
The Viral Garden	5	3	0	26	0	1	6	0	4	34	0	4	9	4	8	5	2	4	5	0	1	0	3	8	1	8	2	5	6	36	1	7	1	73	6	2	1	1	3	0	4	25	5	4	4	1	3	8	0	70	6	14	0	0	1	2	1	3	7	2	0	7	3	6	0	11	15	8	1	23	3	0	0	2	18	7	9	4	5	6	2	8	5	0	26	1	1	9	3	5	1	4	1	13	1	8	3	12	6	12	9	1	0	10	2	0	8	0	24	1	10	5	31	6	6	1	1	10	20	2	0	24	16	5	3	4	0	10	13	3	10	1	1	2	0	8	7	0	0	17	2	7	3	3	2	20	11	0	6	5	1	0	11	14	4	5	1	3	1	17	8	0	22	50	6	7	8	39	3	22	2	0	2	3	0	41	5	0	28	0	0	2	4	0	3	3	0	9	2	3	14	22	0	18	6	10	2	1	4	1	9	8	2	16	2	2	2	2	26	122	4	2	9	2	3	13	11	14	7	3	1	25	0	1	1	1	11	10	0	0	28	1	10	4	0	2	0	0	3	8	0	5	11	11	6	8	1	8	1	1	4	1	0	2	3	3	15	5	10	0	3	23	2	14	0	8	0	1	3	1	6	0	8	2	0	3	1	1	5	5	14	8	71	1	17	0	0	3	11	29	7	18	2	3	10	11	10	2	30	9	6	10	5	7	1	15	7	0	2	0	4	14	16	2	3	6	13	0	0	3	3	69	20	9	1	1	1	1	1	7	1	2	11	0	0	4	12	2	1	4	2	0	5	4	2	0	13	26	8	3	0	33	1	5	1	1	24	0	5	8	0	2	10	1	4	3	16	0	3	2	0	0	2	3	5	0	0	1	0	3	8	4	1	8	6	12	2	4	16	9	0	1	15	3	6	7	1	1	0	6	24	9	3	6	2	6	11	13	2	7	0	0	0	2	13	8	0	9	19	2	3	1	0	11	0	17	21	2	0	0	4	3	11	1	10	1	2	1	1	13	30	0	3	56	14	3	5	4	14	5	3	9	6	13	8	4	6	8	4	5	0	0	0	1	1	10	10	134	0	1	0	1	7	19	2	5	5	0	3	0	4	0	6	4	10	2	3	8	6	11	1	0	7	8	3	14	7	2	3	46	41	17	1	1	12	0	0	1	1	1	7	5	0	2	2	0	2	8	2	2	3	0	6	8	2	6	0	0	4	2	10	3	2	3	1	0	20	22	0	10	0	0	5	0	6	2	72	21	15	24	0	4	1	5	3	1	14	1	18	40	2	7	25	0	7	17
flagrantdisregard	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	3	0	0	0	1	0	5	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Search Engine Watch	0	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	2	0	0	3	0	0	2	0	2	0	0	1	0	0	0	0	4	0	0	0	1	0	5	5	2	0	0	0	1	1	0	1	0	2	1	0	1	0	1	0	1	0	4	0	1	0	0	0	0	1	0	4	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	1	1	9	1	0	1	1	0	1	0	0	0	0	2	0	0	2	2	0	0	1	0	0	3	0	0	1	1	0	0	0	2	0	1	3	1	0	0	0	0	5	1	0	0	6	0	0	0	2	0	0	4	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	2	0	0	1	3	0	2	0	0	0	0	0	3	1	0	0	0	3	1	0	1	2	0	0	0	3	0	3	1	0	4	1	0	1	0	0	0	1	0	0	1	0	1	2	0	2	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	5	1	0	2	0	0	0	0	0	0	9	0	0	1	0	0	1	0	0	0	0	4	0	0	3	0	0	1	0	1	0	0	2	0	1	4	0	1	0	8	0	0	0	1	0	0	2	0	4	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	1	0	0	1	0	0	0	4	2	0	1	0	0	2	0	0	0	0	1	0	0	1	3	2	2	0	0	0	2	0	1	0	0	1	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	1	0	2	0	2	0	1	2	1	0	3	0	2	0	0	0	0	0	0	1	4	2	0	0	0	23	1	0	0	2	0	1	0	0	4	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	34	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	2	0	2	3	1	0	0	0	0	0	0	0	3	0	1	0	0	0	1	1	0	1	0	7	0	0	2	2	2	0	0	2	0	0	0	0	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	1	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	2	0	1	2	1	2	1	0	0	0	1	0	0	0	0	5	5	1	1	0	0	0	0	0	0	1	0	1	3	0	0	0	1	0	1
Scobleizer	1	0	0	12	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	1	0	5	0	1	1	0	4	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	3	0	0	0	2	0	2	16	0	2	0	6	1	3	1	1	0	0	1	0	2	0	6	0	0	0	0	2	0	0	0	1	0	0	0	2	0	5	0	0	0	0	3	1	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	1	3	3	0	1	2	0	1	19	0	0	1	0	0	0	1	0	4	0	0	0	1	0	1	6	0	1	0	2	1	0	0	0	2	0	0	0	0	0	3	3	2	3	0	1	0	1	0	0	1	4	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	3	0	1	0	0	0	0	0	0	0	1	1	1	1	6	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	7	0	2	0	3	0	0	0	1	3	0	0	0	0	0	0	0	0	2	0	4	3	0	0	0	1	1	1	0	0	0	2	2	0	0	0	0	0	15	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	16	1	0	0	1	1	0	0	0	3	0	0	15	0	0	0	0	0	1	1	0	4	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	22	0	4	0	0	0	0	1	0	3	1	0	0	0	1	0	2	2	1	1	0	0	0	2	0	0	0	4	0	0	0	0	8	0	1	5	0	0	0	0	3	0	0	0	1	0	1	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	2	2	0	3	0	0	0	0	1	0	0	6	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	3	3	0	0	2	1	0	0	0	8	0	0	6	2	5	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	2
Captain's Quarters	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	1	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	2	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	1	2	0	0	2	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	4	0	0	0	3	0	0	0	0	1	0	1	0	0	2	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	1	6	1	0	1	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
blog maverick	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	4	0	3	0	1	2	0	0	0	3	4	0	1	5	1	0	0	0	0	0	0	0	5	0	1	0	0	0	3	0	0	1	0	1	0	0	0	1	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	3	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	1	0	0	3	0	3	0	2	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	5	0	1	3	0	0	1	0	0	0	0	0	1	0	1	0	3	1	1	0	1	0	0	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	2	0	0	0	0	2	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	3	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	2	0	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0
Official Google Blog	3	4	12	9	15	7	17	1	2	11	1	0	5	56	2	2	3	4	4	3	0	1	1	11	7	9	8	1	16	16	1	10	6	60	1	7	2	2	1	2	3	32	6	3	5	8	3	4	31	27	16	4	8	26	4	7	8	4	4	3	0	10	3	10	4	2	23	2	1	25	0	8	11	7	4	32	2	58	17	4	5	2	3	1	1	1	2	5	2	4	3	5	2	6	5	14	3	15	4	0	6	5	4	34	13	7	2	5	27	3	6	1	9	2	10	11	1	18	2	1	27	43	22	6	0	5	9	3	6	5	11	0	7	4	1	8	7	4	4	2	9	6	2	1	6	30	4	9	4	4	9	5	3	12	4	3	4	1	0	18	24	0	4	15	6	10	5	19	4	1	3	2	4	6	3	2	4	0	14	0	0	5	6	10	8	10	0	1	7	1	6	23	1	19	7	4	1	3	2	4	47	11	2	5	2	0	1	2	14	11	1	6	6	3	1	6	4	8	2	7	2	5	6	1	3	3	19	1	0	3	4	2	0	2	0	0	7	4	5	10	5	1	5	1	5	1	13	14	5	6	2	6	6	0	1	4	4	4	0	2	3	7	8	7	0	0	3	5	2	7	1	2	9	5	4	4	4	5	2	0	13	2	5	9	19	0	2	7	7	9	1	18	2	4	6	1	3	0	7	9	0	19	4	1	2	7	0	6	3	1	4	9	7	1	2	0	5	1	1	7	2	14	29	6	2	1	4	2	3	3	3	6	4	0	5	10	3	1	2	1	0	10	4	1	1	2	3	25	10	4	3	22	2	14	5	2	24	4	1	0	7	1	9	1	4	1	10	4	0	2	6	2	2	3	7	26	5	2	4	30	5	2	0	14	2	4	11	22	9	2	2	5	1	6	4	15	2	0	3	6	28	18	0	2	3	1	7	1	3	4	2	3	2	1	11	5	150	2	6	6	2	3	1	3	5	28	17	0	6	9	2	1	0	3	3	2	1	1	3	13	6	1	1	9	2	6	4	0	19	0	9	9	7	5	7	22	6	8	1	6	5	1	0	1	25	23	2	3	1	2	3	2	6	8	4	4	0	2	1	2	31	8	9	1	3	0	8	6	1	4	3	0	5	2	0	2	61	5	1	3	23	1	7	0	7	4	4	4	1	2	3	4	2	4	3	3	0	11	1	1	2	4	4	2	3	13	3	2	3	0	8	2	2	5	0	9	14	12	6	6	2	1	4	6	76	3	39	18	43	5	0	2	2	23	6	2	16	3	8	5	5	7	12	3	7	18
Boing Boing	0	1	1	1	0	0	3	0	0	0	0	0	0	2	0	1	1	2	1	0	0	1	0	1	0	2	1	0	1	0	1	0	1	2	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	3	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	2	0	2	0	0	0	0	0	2	1	0	0	2	0	0	0	0	2	1	0	0	2	0	0	2	0	0	2	0	3	1	0	0	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	2	0	0	4	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	2	2	0	0	1	2	0	1	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	2	0	0	1	0	0	1	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	2	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	4	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0	3	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	1	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	2	0	1	2	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	2	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	3	2	0	3	0
